"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","MEN","POP","MENarr","POParr"
"71557","Varenne-Saint-Germain","71600","VARENNE SAINT GERMAIN                    ",26,71,"260,382916053","676,9955817378",260,677
"71558","Varennes-Saint-Sauveur","71480","VARENNES SAINT SAUVEUR                   ",26,71,484,1048,484,1048
"71559","Varennes-sous-Dun","71800","VARENNES SOUS DUN                     ",26,71,"271,7261904762","578,0357142857",272,578
"71561","Vauban","71800","VAUBAN                                ",26,71,120,236,120,236
"71562","Vaudebarrier","71120","VAUDEBARRIER                          ",26,71,"88,3744680851","228,970212766",88,229
"71563","Vaux-en-Pré","71460","VAUX EN PRE                           ",26,71,48,92,48,92
"71564","Vendenesse-lès-Charolles","71120","VENDENESSE LES CHAROLLES              ",26,71,"349,4459102902","755,7783641161",349,756
"71565","Vendenesse-sur-Arroux","71130","VENDENESSE SUR ARROUX                 ",26,71,"238,3728813559","576,0677966102",238,576
"71566","Verdun-sur-le-Doubs","71350","VERDUN SUR LE DOUBS                   ",26,71,496,1040,496,1040
"71567","Vergisson","71960","VERGISSON                             ",26,71,112,220,112,220
"71568","Vérissey","71440","VERISSEY                              ",26,71,32,72,32,72
"71570","Verjux","71590","VERJUX                                ",26,71,"224,4291187739","520,9961685824",224,521
"71571","Verosvres","71220","VEROSVRES                             ",26,71,"174,464576751","426,0181525316",174,426
"71572","Vers","71240","VERS                                  ",26,71,"87,0588235294",222,87,222
"71573","Versaugues","71110","VERSAUGUES                            ",26,71,"88,8502415459","226,1642512077",89,226
"71574","Verzé","71960","VERZE                                 ",26,71,316,732,316,732
"71576","Le Villars","71700","LE VILLARS                            ",26,71,"121,2647058824","258,1764705882",121,258
"71577","Villegaudin","71620","VILLEGAUDIN                           ",26,71,76,196,76,196
"71578","La Villeneuve","71270","LA VILLENEUVE                         ",26,71,"96,7794089547","224,1207365267",97,224
"71579","Villeneuve-en-Montagne","71390","VILLENEUVE EN MONTAGNE                ",26,71,"71,5324675325","158,961038961",72,159
"71580","Vincelles","71500","VINCELLES                             ",26,71,"183,1441860465","414,0651162791",183,414
"71581","Vindecy","71110","VINDECY                               ",26,71,104,240,104,240
"71582","La Vineuse","71250","LA VINEUSE                            ",26,71,"134,612244898","296,9387755102",135,297
"71583","Vinzelles","71680","VINZELLES                             ",26,71,"305,4684931507","733,9178082192",305,734
"71584","Viré","71260","VIRE                                  ",26,71,488,1128,488,1128
"71585","Virey-le-Grand","71530","VIREY LE GRAND                        ",26,71,"504,1042296073","1302,5120845922",504,1303
"71586","Viry","71120","VIRY                                  ",26,71,112,248,112,248
"71587","Vitry-lès-Cluny","71250","VITRY LES CLUNY                       ",26,71,"33,8550724638","71,9420289855",34,72
"71588","Vitry-en-Charollais","71600","VITRY EN CHAROLLAIS                   ",26,71,"432,4082363474","1144,8522829006",432,1145
"71589","Vitry-sur-Loire","71140","VITRY SUR LOIRE                       ",26,71,"194,7368421053",444,195,444
"71590","Volesvres","71600","VOLESVRES                             ",26,71,"241,8032786885","635,2459016393",242,635
"71591","Fleurville","71260","FLEURVILLE                            ",26,71,"211,5628865979","498,9690721649",212,499
"72001","Aigné","72650","AIGNE                                 ",52,72,"565,7911595131","1598,9750160154",566,1599
"72002","Aillières-Beauvoir","72600","AILLIERES BEAUVOIR                    ",52,72,"90,288372093","223,7581395349",90,224
"72003","Allonnes","72700","ALLONNES                              ",52,72,"4633,6019205224","10231,9967189211",4634,10232
"72004","Amné","72540","AMNE                                  ",52,72,"207,5375722543","516,8092485549",208,517
"72005","Ancinnes","72610","ANCINNES                              ",52,72,"375,5912408759","927,2408759124",376,927
"72006","Arçonnay","72610","ARCONNAY                              ",52,72,"732,685601857","1740,1283044104",733,1740
"72007","Ardenay-sur-Mérize","72370","ARDENAY SUR MERIZE                    ",52,72,"181,8442622951","484,9180327869",182,485
"72008","Arnage","72230","ARNAGE                                ",52,72,2220,5104,2220,5104
"72009","Arthezé","72270","ARTHEZE                               ",52,72,"129,3193069307","364,0099009901",129,364
"72010","Asnières-sur-Vègre","72430","ASNIERES SUR VEGRE                    ",52,72,"162,7575757576","408,8787878788",163,409
"72011","Assé-le-Boisne","72130","ASSE LE BOISNE                        ",52,72,"376,4524590164","940,1245901639",376,940
"72012","Assé-le-Riboul","72170","ASSE LE RIBOUL                        ",52,72,"199,8248531967","506,8727983526",200,507
"72013","Aubigné-Racan","72800","AUBIGNE RACAN                         ",52,72,"958,0749496925","2063,2402443585",958,2063
"72015","Les Aulneaux","72600","LES AULNEAUX                          ",52,72,"50,7966101695","140,1610169492",51,140
"72016","Auvers-le-Hamon","72300","AUVERS LE HAMON                       ",52,72,560,1468,560,1468
"72017","Auvers-sous-Montfaucon","72540","AUVERS SOUS MONTFAUCON                ",52,72,"78,7096774194","236,1290322581",79,236
"72018","Avesnes-en-Saosnois","72260","AVESNES EN SAOSNOIS                   ",52,72,"45,4193548387","94,9677419355",45,95
"72019","Avessé","72350","AVESSE                                ",52,72,"137,7894736842","366,1263157895",138,366
"72020","Avezé","72400","AVEZE                                 ",52,72,"303,8101604278","767,0454545455",304,767
"72021","Avoise","72430","AVOISE                                ",52,72,"234,3234323432","548,3168316832",234,548
"72022","Le Bailleul","72200","LE BAILLEUL                           ",52,72,"465,1704013475","1190,9966310363",465,1191
"72023","Ballon","72290","BALLON                                ",52,72,"563,3600372337","1247,998971372",563,1248
"72024","La Bazoge","72650","LA BAZOGE                             ",52,72,1416,3644,1416,3644
"72025","Bazouges-sur-le-Loir","72200","BAZOUGES SUR LE LOIR                  ",52,72,"516,8272934393","1246,4086794787",517,1246
"72026","Beaufay","72110","BEAUFAY                               ",52,72,"586,4134615385","1428,9615384615",586,1429
"72027","Beaumont-sur-Dême","72340","BEAUMONT SUR DEME                     ",52,72,"169,4157303371","379,1685393258",169,379
"72028","Beaumont-Pied-de-Boeuf","72500","BEAUMONT PIED DE BOEUF                ",52,72,"189,2848484848","496,8727272727",189,497
"72029","Beaumont-sur-Sarthe","72170","BEAUMONT SUR SARTHE                   ",52,72,"988,63388875","1981,5337273975",989,1982
"72031","Beillé","72160","BEILLE                                ",52,72,"201,1111399561","504,7495277328",201,505
"72032","Berfay","72320","BERFAY                                ",52,72,"148,8131868132","353,9340659341",149,354
"72033","Bernay-en-Champagne","72240","BERNAY EN CHAMPAGNE                   ",52,72,"180,3937325602","444,9712069818",180,445
"72034","Bérus","72610","BERUS                                 ",52,72,"169,7066666667","442,0266666667",170,442
"72035","Bessé-sur-Braye","72310","BESSE SUR BRAYE                       ",52,72,"1086,8927561891","2234,9956927603",1087,2235
"72036","Béthon","72610","BETHON                                ",52,72,"121,5094760943","320,6216428036",122,321
"72037","Blèves","72600","BLEVES                                ",52,72,49,99,49,99
"72038","Boëssé-le-Sec","72400","BOESSE LE SEC                         ",52,72,"251,5443037975","613,1392405063",252,613
"72039","Bonnétable","72110","BONNETABLE                            ",52,72,"1823,5156060203","3841,444859106",1824,3841
"72040","La Bosse","72400","LA BOSSE                              ",52,72,"58,4745762712","120,8474576271",58,121
"72041","Bouër","72390","BOUER                                 ",52,72,"120,6709677419","323,2258064516",121,323
"72042","Bouloire","72440","BOULOIRE                              ",52,72,"949,3627958348","2044,7814064133",949,2045
"72043","Bourg-le-Roi","72610","BOURG LE ROI                          ",52,72,"143,7511149487","322,2007748849",144,322
"72044","Bousse","72270","BOUSSE                                ",52,72,"169,2698412698","421,2063492064",169,421
"72045","Brains-sur-Gée","72550","BRAINS SUR GEE                        ",52,72,256,752,256,752
"72046","Le Breil-sur-Mérize","72370","LE BREIL SUR MERIZE                   ",52,72,"630,5389696169","1491,0858652576",631,1491
"72047","Brette-les-Pins","72250","BRETTE LES PINS                       ",52,72,"773,3817766369","2095,0871409424",773,2095
"72048","Briosne-lès-Sables","72110","BRIOSNE LES SABLES                    ",52,72,"187,8032786885","528,1967213115",188,528
"72049","La Bruère-sur-Loir","72500","LA BRUERE SUR LOIR                    ",52,72,"109,6240601504","280,1503759399",110,280
"72050","Brûlon","72350","BRULON                                ",52,72,"673,2235792482","1473,2863835722",673,1473
"72051","Cérans-Foulletourte","72330","CERANS FOULLETOURTE                   ",52,72,"1280,8548683405","3299,8971218616",1281,3300
"72052","Chahaignes","72340","CHAHAIGNES                            ",52,72,"335,5306589955","738,9663323115",336,739
"72053","Challes","72250","CHALLES                               ",52,72,"492,7929089444","1246,0048348106",493,1246
"72054","Champagné","72470","CHAMPAGNE                             ",52,72,"1277,8478038589","3334,3101373803",1278,3334
"72056","Champfleur","72610","CHAMPFLEUR                            ",52,72,"527,0153361141","1339,6649383664",527,1340
"72057","Champrond","72320","CHAMPROND                             ",52,72,"33,4285714286","89,1428571429",33,89
"72058","Changé","72560","CHANGE                                ",52,72,"2364,9215653182","6054,9783025409",2365,6055
"72059","Chantenay-Villedieu","72430","CHANTENAY VILLEDIEU                   ",52,72,"346,4253393665","864,07239819",346,864
"72060","La Chapelle-aux-Choux","72800","LA CHAPELLE AUX CHOUX                 ",52,72,"130,56","269,0327272727",131,269
"72061","La Chapelle-d'Aligné","72300","LA CHAPELLE D ALIGNE                  ",52,72,"633,4658119658","1598,7008547009",633,1599
"72062","La Chapelle-du-Bois","72400","LA CHAPELLE DU BOIS                   ",52,72,"336,3771043771","909,0190796857",336,909
"72063","La Chapelle-Gaugain","72310","LA CHAPELLE GAUGAIN                   ",52,72,"121,0696375086","253,1456056998",121,253
"72064","La Chapelle-Huon","72310","LA CHAPELLE HUON                      ",52,72,"234,7103825137","529,0928961749",235,529
"72065","La Chapelle-Saint-Aubin","72650","LA CHAPELLE SAINT AUBIN                  ",52,72,"912,1538467089","2199,513244796",912,2200
"72066","La Chapelle-Saint-Fray","72240","LA CHAPELLE SAINT FRAY                   ",52,72,"169,9957356077","459,7611940299",170,460
"72067","La Chapelle-Saint-Rémy","72160","LA CHAPELLE SAINT REMY                   ",52,72,"361,5377777778","909,9377777778",362,910
"72068","La Chartre-sur-le-Loir","72340","LA CHARTRE SUR LE LOIR                ",52,72,680,1316,680,1316
"72069","Chassé","72600","CHASSE                                ",52,72,"70,703125","183,828125",71,184
"72070","Chassillé","72540","CHASSILLE                             ",52,72,"114,1212121212",269,114,269
"72071","Château-du-Loir","72500","CHATEAU DU LOIR                       ",52,72,2316,4452,2316,4452
"72072","Château-l'Hermitage","72510","CHATEAU L HERMITAGE                   ",52,72,96,288,96,288
"72073","Chaufour-Notre-Dame","72550","CHAUFOUR NOTRE DAME                   ",52,72,"409,0056285178","1073,6397748593",409,1074
"72074","Chemiré-en-Charnie","72540","CHEMIRE EN CHARNIE                    ",52,72,"98,2222222222","216,9074074074",98,217
"72075","Chemiré-le-Gaudin","72210","CHEMIRE LE GAUDIN                     ",52,72,"368,5052192067","950,981210856",369,951
"72076","Chenay","72610","CHENAY                                ",52,72,"76,0180995475","194,7963800905",76,195
"72077","Chenu","72500","CHENU                                 ",52,72,"174,1258741259","396,62004662",174,397
"72078","Chérancé","72170","CHERANCE                              ",52,72,164,392,164,392
"72079","Chérisay","72610","CHERISAY                              ",52,72,"123,2176656151","310,0315457413",123,310
"72080","Cherré","72400","CHERRE                                ",52,72,"705,1219512195","1742,8861788618",705,1743
"72081","Cherreau","72400","CHERREAU                              ",52,72,"354,665153235","934,6469920545",355,935
"72082","Le Chevain","72610","LE CHEVAIN                            ",52,72,"251,8908507223","621,8555377207",252,622
"72083","Chevillé","72350","CHEVILLE                              ",52,72,"141,0536308515","394,9501663843",141,395
"72084","Clermont-Créans","72200","CLERMONT CREANS                       ",52,72,"500,9661150512","1268,9802994484",501,1269
"72085","Cogners","72310","COGNERS                               ",52,72,"87,1287128713","194,0594059406",87,194
"72086","Commerveil","72600","COMMERVEIL                            ",52,72,"49,088","113,28",49,113
"72087","Conflans-sur-Anille","72120","CONFLANS SUR ANILLE                   ",52,72,"240,3624535316","551,905204461",240,552
"72088","Congé-sur-Orne","72290","CONGE SUR ORNE                        ",52,72,"140,4770642202","349,0642201835",140,349
"72089","Conlie","72240","CONLIE                                ",52,72,"850,632423756","1892,9566613162",851,1893
"72090","Connerré","72160","CONNERRE                              ",52,72,1356,2856,1356,2856
"72091","Contilly","72600","CONTILLY                              ",52,72,60,148,60,148
"72093","Cormes","72400","CORMES                                ",52,72,"373,4933333333","909,8933333333",373,910
"72094","Coudrecieux","72440","COUDRECIEUX                           ",52,72,"283,5331230284","631,8738170347",284,632
"72095","Coulaines","72190","COULAINES                             ",52,72,"3263,6551035094","7012,9807169392",3264,7013
"72096","Coulans-sur-Gée","72550","COULANS SUR GEE                       ",52,72,"583,5570233296","1572,7068713849",584,1573
"72097","Coulombiers","72130","COULOMBIERS                           ",52,72,"171,9127152046","455,2325531117",172,455
"72098","Coulongé","72800","COULONGE                              ",52,72,"220,7834131649","553,96565485",221,554
"72099","Courceboeufs","72290","COURCEBOEUFS                          ",52,72,228,624,228,624
"72100","Courcelles-la-Forêt","72270","COURCELLES LA FORET                   ",52,72,"169,6310679612","432,1553398058",170,432
"72101","Courcemont","72110","COURCEMONT                            ",52,72,"263,6129032258","682,9970674487",264,683
"72102","Courcival","72110","COURCIVAL                             ",52,72,36,80,36,80
"72103","Courdemanche","72150","COURDEMANCHE                          ",52,72,"297,8274760383","630,9904153355",298,631
"72104","Courgains","72260","COURGAINS                             ",52,72,"242,8093645485","607,0234113712",243,607
"72105","Courgenard","72320","COURGENARD                            ",52,72,196,496,196,496
"72106","Courtillers","72300","COURTILLERS                           ",52,72,312,932,312,932
"72107","Crannes-en-Champagne","72540","CRANNES EN CHAMPAGNE                  ",52,72,"135,9994597334","355,9985857728",136,356
"72108","Cré","72200","CRE                                   ",52,72,"300,0004149038","796,0011008781",300,796
"72109","Crissé","72140","CRISSE                                ",52,72,"220,185","583,065",220,583
"72110","Crosmières","72200","CROSMIERES                            ",52,72,364,1024,364,1024
"72111","Cures","72240","CURES                                 ",52,72,"177,5862068966","524,8659003831",178,525
"72112","Dangeul","72260","DANGEUL                               ",52,72,"197,4457831325","476,1927710843",197,476
"72113","Degré","72550","DEGRE                                 ",52,72,"278,2057716437","776,0476787955",278,776
"72114","Dehault","72400","DEHAULT                               ",52,72,112,280,112,280
"72115","Dissay-sous-Courcillon","72500","DISSAY SOUS COURCILLON                ",52,72,"431,0666666667","984,1333333333",431,984
"72116","Dissé-sous-Ballon","72260","DISSE SOUS BALLON                     ",52,72,"49,6402877698","134,0287769784",50,134
"72117","Dissé-sous-le-Lude","72800","DISSE SOUS LE LUDE                    ",52,72,"244,5780969479","566,9299820467",245,567
"72118","Dollon","72390","DOLLON                                ",52,72,"653,3873144399","1515,0418353576",653,1515
"72119","Domfront-en-Champagne","72240","DOMFRONT EN CHAMPAGNE                 ",52,72,"394,1002949853","1020,7197640118",394,1021
"72120","Doucelles","72170","DOUCELLES                             ",52,72,"91,2326530612","244,6693877551",91,245
"72121","Douillet","72130","DOUILLET LE JOLY                      ",52,72,"133,1666666667","317,25",133,317
"72122","Duneau","72160","DUNEAU                                ",52,72,"428,8385269122","1044,9858356941",429,1045
"72123","Dureil","72270","DUREIL                                ",52,72,"31,0724637681","73,7971014493",31,74
"72124","Écommoy","72220","ECOMMOY                               ",52,72,"2030,700897908","4561,5447469329",2031,4562
"72125","Écorpain","72120","ECORPAIN                              ",52,72,"123,1893687708","292,5747508306",123,293
"72126","Épineu-le-Chevreuil","72540","EPINEU LE CHEVREUIL                   ",52,72,"121,9333333333","291,0666666667",122,291
"72127","Étival-lès-le-Mans","72700","ETIVAL LES LE MANS                    ",52,72,"744,7778327561","2001,8367144978",745,2002
"72128","Évaillé","72120","EVAILLE                               ",52,72,"158,9277206253","380,5900678133",159,381
"72129","Fatines","72470","FATINES                               ",52,72,288,780,288,780
"72130","Fay","72550","FAY                                   ",52,72,"232,3841059603","621,0264900662",232,621
"72131","Fercé-sur-Sarthe","72430","FERCE SUR SARTHE                      ",52,72,"229,6661045531","611,0758853288",230,611
"72132","La Ferté-Bernard","72400","LA FERTE BERNARD                      ",52,72,4480,8616,4480,8616
"72133","Fillé","72210","FILLE SUR SARTHE                      ",52,72,"529,9","1517,9842105263",530,1518
"72134","Flée","72500","FLEE                                  ",52,72,"229,0031652465","542,0074915441",229,542
"72135","La Fontaine-Saint-Martin","72330","LA FONTAINE SAINT MARTIN                 ",52,72,"237,1547811247","614,9946018996",237,615
"72136","Fontenay-sur-Vègre","72350","FONTENAY SUR VEGRE                    ",52,72,132,348,132,348
"72137","La Fresnaye-sur-Chédouet","72600","LA FRESNAYE SUR CHEDOUET              ",52,72,384,924,384,924
"72138","Fresnay-sur-Sarthe","72130","FRESNAY SUR SARTHE                    ",52,72,"1039,2219917013","1960,2579529737",1039,1960
"72139","Fyé","72610","FYE                                   ",52,72,"419,788563658","988,9249816943",420,989
"72141","Gesnes-le-Gandelin","72130","GESNES LE GANDELIN                    ",52,72,"377,1652892562",971,377,971
"72142","Grandchamp","72610","GRANDCHAMP                            ",52,72,"60,9156626506","144,6746987952",61,145
"72143","Le Grand-Lucé","72150","LE GRAND LUCE                         ",52,72,"803,3213985135","1700,4315897468",803,1700
"72144","Gréez-sur-Roc","72320","GREEZ SUR ROC                         ",52,72,"192,0699708455","373,4693877551",192,373
"72145","Le Grez","72140","LE GREZ                               ",52,72,"161,2435989262","391,015727396",161,391
"72146","Guécélard","72230","GUECELARD                             ",52,72,"1080,0708908549","2815,4197072212",1080,2815
"72147","La Guierche","72380","LA GUIERCHE                           ",52,72,"408,9310986965","1067,9851024209",409,1068
"72148","Jauzé","72110","JAUZE                                 ",52,72,36,80,36,80
"72149","Joué-en-Charnie","72540","JOUE EN CHARNIE                       ",52,72,"235,6209717888","619,0042479197",236,619
"72150","Joué-l'Abbé","72380","JOUE L ABBE                           ",52,72,"467,4988179669","1316,378250591",467,1316
"72151","Juigné-sur-Sarthe","72300","JUIGNE SUR SARTHE                     ",52,72,"487,6790540541","1205,0912162162",488,1205
"72152","Juillé","72170","JUILLE                                ",52,72,"189,9915254237","464,8728813559",190,465
"72153","Jupilles","72500","JUPILLES                              ",52,72,"256,3492063492","567,9894179894",256,568
"72154","La Flèche","72200","LA FLECHE                             ",52,72,"6758,2043468771","14250,4597927143",6758,14250
"72155","Laigné-en-Belin","72220","LAIGNE EN BELIN                       ",52,72,924,2356,924,2356
"72156","Lamnay","72320","LAMNAY                                ",52,72,"382,5330535152","983,5152151102",383,984
"72157","Lavardin","72240","LAVARDIN                              ",52,72,"287,2216216216","745,9783783784",287,746
"72158","Lavaré","72390","LAVARE                                ",52,72,"377,7502972652","857,046373365",378,857
"72159","Lavenay","72310","LAVENAY                               ",52,72,"162,2857142857","357,0285714286",162,357
"72160","Lavernat","72500","LAVERNAT                              ",52,72,"248,3893249608","641,0047095761",248,641
"72161","Lhomme","72340","LHOMME                                ",52,72,"416,7972819932","865,0509626274",417,865
"72162","Lignières-la-Carelle","72610","LIGNIERES LA CARELLE                  ",52,72,"151,4778067885","397,1174934726",151,397
"72163","Ligron","72270","LIGRON                                ",52,72,"184,3564356436",490,184,490
"72164","Livet-en-Saosnois","72610","LIVET EN SAOSNOIS                     ",52,72,28,72,28,72
"72165","Lombron","72450","LOMBRON                               ",52,72,"775,5944128298","1973,1443352302",776,1973
"72166","Longnes","72540","LONGNES                               ",52,72,132,364,132,364
"72167","Louailles","72300","LOUAILLES                             ",52,72,"255,7611940299","755,1044776119",256,755
"72168","Loué","72540","LOUE                                  ",52,72,"965,5678013052","2113,1688766269",966,2113
"72169","Louplande","72210","LOUPLANDE                             ",52,72,"552,4372469636","1479,8866396761",552,1480
"72170","Louvigny","72600","LOUVIGNY                              ",52,72,80,188,80,188
"72171","Louzes","72600","LOUZES                                ",52,72,"50,4705882353","93,1764705882",50,93
"72172","Le Luart","72390","LE LUART                              ",52,72,600,1408,600,1408
"72173","Luceau","72500","LUCEAU                                ",52,72,"513,55625","1289,95625",514,1290
"72174","Lucé-sous-Ballon","72290","LUCE SOUS BALLON                      ",52,72,52,120,52,120
"72175","Luché-Pringé","72800","LUCHE PRINGE                          ",52,72,"709,3001300693","1613,1511529576",709,1613
"72176","Le Lude","72800","LE LUDE                               ",52,72,"1860,6216145149","3891,4961872206",1861,3891
"72177","Maigné","72210","MAIGNE                                ",52,72,136,336,136,336
"72178","Maisoncelles","72440","MAISONCELLES                          ",52,72,68,176,68,176
"72179","Malicorne-sur-Sarthe","72270","MALICORNE SUR SARTHE                  ",52,72,"909,7002610966","1949,9404699739",910,1950
"72180","Mamers","72600","MAMERS                                ",52,72,"2661,6180605943","5179,337006548",2662,5179
"72181","Le Mans","72000","LE MANS                               ",52,72,"71573,3373819143","139929,203666327",71573,139929
"72181","Le Mans","72100","LE MANS                               ",52,72,"71573,3373819143","139929,203666327",71573,139929
"72182","Mansigné","72510","MANSIGNE                              ",52,72,632,1480,632,1480
"72183","Marçon","72340","MARCON                                ",52,72,444,984,444,984
"72184","Mareil-en-Champagne","72540","MAREIL EN CHAMPAGNE                   ",52,72,"144,8780487805","386,3414634146",145,386
"72185","Mareil-sur-Loir","72200","MAREIL SUR LOIR                       ",52,72,"282,1236133122","744,1521394612",282,744
"72186","Maresché","72170","MARESCHE                              ",52,72,360,916,360,916
"72187","Marigné-Laillé","72220","MARIGNE LAILLE                        ",52,72,"653,3097128894","1600,0219914478",653,1600
"72188","Marollette","72600","MAROLLETTE                            ",52,72,"61,4383561644","141,7808219178",61,142
"72189","Marolles-les-Braults","72260","MAROLLES LES BRAULTS                  ",52,72,"961,8364254925","2013,2130182772",962,2013
"72190","Marolles-lès-Saint-Calais","72120","MAROLLES LES SAINT CALAIS                ",52,72,"114,0437956204","276,9635036496",114,277
"72191","Mayet","72360","MAYET                                 ",52,72,"1365,0139414668","3107,973052618",1365,3108
"72192","Les Mées","72260","LES MEES                              ",52,72,"44,431372549","105,0196078431",44,105
"72193","Melleray","72320","MELLERAY                              ",52,72,204,472,204,472
"72194","Meurcé","72170","MEURCE                                ",52,72,104,272,104,272
"72195","Mézeray","72270","MEZERAY                               ",52,72,"704,3947368421","1841,951754386",704,1842
"72196","Mézières-sur-Ponthouin","72290","MEZIERES SUR PONTHOUIN                ",52,72,"278,056768559","670,0873362445",278,670
"72197","Mézières-sous-Lavardin","72240","MEZIERES SOUS LAVARDIN                ",52,72,260,704,260,704
"72198","La Milesse","72650","LA MILESSE                            ",52,72,"909,0628500724","2319,0316343691",909,2319
"72199","Moitron-sur-Sarthe","72170","MOITRON SUR SARTHE                    ",52,72,88,220,88,220
"72200","Moncé-en-Belin","72230","MONCE EN BELIN                        ",52,72,"1324,7168034015","3425,7847448171",1325,3426
"72201","Moncé-en-Saosnois","72260","MONCE EN SAOSNOIS                     ",52,72,104,252,104,252
"72202","Monhoudou","72260","MONHOUDOU                             ",52,72,88,216,88,216
"72203","Montabon","72500","MONTABON                              ",52,72,336,756,336,756
"72204","Montaillé","72120","MONTAILLE                             ",52,72,"232,7931623932","573,9555555556",233,574
"72205","Montbizot","72380","MONTBIZOT                             ",52,72,"665,3488259577","1755,8909844801",665,1756
"72207","Montigny","72600","MONTIGNY                              ",52,72,16,32,16,32
"72208","Montmirail","72320","MONTMIRAIL                            ",52,72,"175,4837526656","354,9557724373",175,355
"72209","Montreuil-le-Chétif","72130","MONTREUIL LE CHETIF                   ",52,72,132,308,132,308
"72210","Montreuil-le-Henri","72150","MONTREUIL LE HENRI                    ",52,72,"107,6308547706","288,5230476623",108,289
"72211","Mont-Saint-Jean","72140","MONT SAINT JEAN                          ",52,72,"292,6588235294","699,1294117647",293,699
"72212","Moulins-le-Carbonnel","72130","MOULINS LE CARBONNEL                  ",52,72,308,728,308,728
"72213","Mulsanne","72230","MULSANNE                              ",52,72,"1806,6953172556","4499,9057280713",1807,4500
"72214","Nauvay","72260","NAUVAY                                ",52,72,"3,6923076923","11,0769230769",4,11
"72215","Neufchâtel-en-Saosnois","72600","NEUFCHATEL EN SAOSNOIS                ",52,72,"388,0374215386","962,1744227947",388,962
"72216","Neuvillalais","72240","NEUVILLALAIS                          ",52,72,"219,6226415094","594,9777015437",220,595
"72217","Neuville-sur-Sarthe","72190","NEUVILLE SUR SARTHE                   ",52,72,"950,8244543399","2348,9777131478",951,2349
"72218","Neuvillette-en-Charnie","72140","NEUVILLETTE EN CHARNIE                ",52,72,"124,5928338762","307,993485342",125,308
"72219","Neuvy-en-Champagne","72240","NEUVY EN CHAMPAGNE                    ",52,72,"140,3693931398","393,0343007916",140,393
"72220","Nogent-le-Bernard","72110","NOGENT LE BERNARD                     ",52,72,372,864,372,864
"72221","Nogent-sur-Loir","72500","NOGENT SUR LOIR                       ",52,72,"163,2663701229","379,1993112531",163,379
"72222","Nouans","72260","NOUANS                                ",52,72,112,268,112,268
"72223","Noyen-sur-Sarthe","72430","NOYEN SUR SARTHE                      ",52,72,1196,2652,1196,2652
"72224","Nuillé-le-Jalais","72370","NUILLE LE JALAIS                      ",52,72,"200,0163934426",498,200,498
"72225","Oisseau-le-Petit","72610","OISSEAU LE PETIT                      ",52,72,"294,9034090909","731,1988636364",295,731
"72226","Oizé","72330","OIZE                                  ",52,72,"476,4510862642","1297,9184763748",476,1298
"72227","Panon","72600","PANON                                 ",52,72,"12,9","34,4",13,34
"72228","Parcé-sur-Sarthe","72300","PARCE SUR SARTHE                      ",52,72,824,2092,824,2092
"72229","Parennes","72140","PARENNES                              ",52,72,"212,779886148","529,3548387097",213,529
"72230","Parigné-le-Pôlin","72330","PARIGNE LE POLIN                      ",52,72,"387,7793003106","1028,8022253139",388,1029
"72231","Parigné-l'Évêque","72250","PARIGNE L EVEQUE                      ",52,72,"1871,8242852336","4579,9955915291",1872,4580
"72232","Notre-Dame-du-Pé","72300","NOTRE DAME DU PE                      ",52,72,"206,2913907285","618,8741721854",206,619
"72233","Peray","72260","PERAY                                 ",52,72,"28,4117647059","73,0588235294",28,73
"72234","Pezé-le-Robert","72140","PEZE LE ROBERT                        ",52,72,"151,1716621253","358,038147139",151,358
"72235","Piacé","72170","PIACE                                 ",52,72,"145,9501385042","339,2354570637",146,339
"72236","Pincé","72300","PINCE                                 ",52,72,"79,5918367347","194,0051020408",80,194
"72237","Pirmil","72430","PIRMIL                                ",52,72,"181,0793650794",496,181,496
"72238","Pizieux","72600","PIZIEUX                               ",52,72,"32,7901234568","73,7777777778",33,74
"72239","Poillé-sur-Vègre","72350","POILLE SUR VEGRE                      ",52,72,"243,0243902439","625,6585365854",243,626
"72240","Poncé-sur-le-Loir","72340","PONCE SUR LE LOIR                     ",52,72,"195,4842105263","367,0315789474",195,367
"72241","Montfort-le-Gesnois","72450","MONTFORT LE GESNOIS                   ",52,72,1236,2964,1236,2964
"72243","Pontvallain","72510","PONTVALLAIN                           ",52,72,"628,9658066103","1654,098387514",629,1654
"72244","Précigné","72300","PRECIGNE                              ",52,72,"1222,0279464816","2897,2583102014",1222,2897
"72245","Préval","72400","PREVAL                                ",52,72,"248,2831858407","654,2064896755",248,654
"72246","Prévelles","72110","PREVELLES                             ",52,72,"92,6296420323","248,4158581776",93,248
"72247","Pruillé-le-Chétif","72700","PRUILLE LE CHETIF                     ",52,72,"458,8895566655","1237,0066310114",459,1237
"72248","Pruillé-l'Éguillé","72150","PRUILLE L EGUILLE                     ",52,72,"329,9300578931","791,0371267557",330,791
"72249","La Quinte","72550","LA QUINTE                             ",52,72,"295,645443196","818,0873907615",296,818
"72250","Rahay","72120","RAHAY                                 ",52,72,84,208,84,208
"72251","René","72260","RENE                                  ",52,72,"157,7095890411","372,0328767123",158,372
"72252","Requeil","72510","REQUEIL                               ",52,72,"466,4851484305","1171,1754790382",466,1171
"72253","Roézé-sur-Sarthe","72210","ROEZE SUR SARTHE                      ",52,72,"1002,7737734847","2641,7611595584",1003,2642
