"INSEE","NOMCLAIR","CP","NOMSIMPLE","REGION","DEPARTEMENT","MEN","POP","MENarr","POParr"
"01001","L'Abergement-Clémenciat","01400","L ABERGEMENT CLEMENCIAT               ",82,1,"302,8307692308",777,303,777
"01002","L'Abergement-de-Varey","01640","L ABERGEMENT DE VAREY                 ",82,1,"104,4444444444","237,0085470085",104,237
"01004","Ambérieu-en-Bugey","01500","AMBERIEU EN BUGEY                     ",82,1,"6012,5367243716","13710,9945539444",6013,13711
"01005","Ambérieux-en-Dombes","01330","AMBERIEUX EN DOMBES                   ",82,1,"613,7178217822","1629,8069306931",614,1630
"01006","Ambléon","01300","AMBLEON                               ",82,1,"51,0714285714","102,1428571429",51,102
"01007","Ambronay","01500","AMBRONAY                              ",82,1,"979,4367615726","2430,1030202425",979,2430
"01008","Ambutrix","01500","AMBUTRIX                              ",82,1,"305,9301075269","735,0268817204",306,735
"01009","Andert-et-Condon","01300","ANDERT ET CONDON                      ",82,1,"140,4154302671","341,0089020772",140,341
"01010","Anglefort","01350","ANGLEFORT                             ",82,1,428,1060,428,1060
"01011","Apremont","01100","APREMONT                              ",82,1,148,396,148,396
"01012","Aranc","01110","ARANC                                 ",82,1,140,312,140,312
"01013","Arandas","01230","ARANDAS                               ",82,1,68,152,68,152
"01014","Arbent","01100","ARBENT                                ",82,1,1312,3388,1312,3388
"01015","Arbignieu","01300","ARBIGNIEU                             ",82,1,"213,3818181818","486,0363636364",213,486
"01016","Arbigny","01190","ARBIGNY                               ",82,1,"161,8646616541","415,037593985",162,415
"01017","Argis","01230","ARGIS                                 ",82,1,"205,4536817102","439,106888361",205,439
"01019","Armix","01510","ARMIX                                 ",82,1,12,16,12,16
"01021","Ars-sur-Formans","01480","ARS SUR FORMANS                       ",82,1,"476,6092149772","1243,1557023989",477,1243
"01022","Artemare","01510","ARTEMARE                              ",82,1,"552,7231896967","1163,1935783169",553,1163
"01023","Asnières-sur-Saône","01570","ASNIERES SUR SAONE                    ",82,1,"32,81483108","71,0988006733",33,71
"01024","Attignat","01340","ATTIGNAT                              ",82,1,1176,3108,1176,3108
"01025","Bâgé-la-Ville","01380","BAGE LA VILLE                         ",82,1,"1160,2257069324","3094,5918261303",1160,3095
"01026","Bâgé-le-Châtel","01380","BAGE LE CHATEL                        ",82,1,"347,4076136504","765,6006928166",347,766
"01027","Balan","01360","BALAN                                 ",82,1,"584,2388648258","1573,5500092641",584,1574
"01028","Baneins","01990","BANEINS                               ",82,1,"207,5524475524","556,0839160839",208,556
"01029","Beaupont","01270","BEAUPONT                              ",82,1,256,616,256,616
"01030","Beauregard","01480","BEAUREGARD                            ",82,1,"359,6930022573","867,9548532731",360,868
"01031","Bellignat","01100","BELLIGNAT                             ",82,1,1680,3564,1680,3564
"01032","Béligneux","01360","BELIGNEUX                             ",82,1,"1148,7168992248","3140,6350387597",1149,3141
"01033","Bellegarde-sur-Valserine","01200","BELLEGARDE SUR VALSERINE              ",82,1,"5152,6075861194","11378,7152598934",5153,11379
"01034","Belley","01300","BELLEY                                ",82,1,"3897,1784350623","8357,4872712401",3897,8357
"01035","Belleydoux","01130","BELLEYDOUX                            ",82,1,"148,9345794393","339,2398753894",149,339
"01036","Belmont-Luthézieu","01260","BELMONT LUTHEZIEU                     ",82,1,"239,5435328897","542,9653412167",240,543
"01037","Bénonces","01470","BENONCES                              ",82,1,"121,8751225937","260,0002615333",122,260
"01038","Bény","01370","BENY                                  ",82,1,"285,5958624237","711,9784175914",286,712
"01039","Béon","01350","BEON                                  ",82,1,"183,9912472648","439,3260393873",184,439
"01040","Béréziat","01340","BEREZIAT                              ",82,1,"178,9573033708","470,2831460674",179,470
"01041","Bettant","01500","BETTANT                               ",82,1,"313,0348525469","733,0563002681",313,733
"01042","Bey","01290","BEY                                   ",82,1,"105,2631578947","265,2631578947",105,265
"01043","Beynost","01700","BEYNOST                               ",82,1,"1741,9415651675","4442,1005568525",1742,4442
"01044","Billiat","01200","BILLIAT                               ",82,1,"219,5570934256","548,892733564",220,549
"01045","Birieux","01330","BIRIEUX                               ",82,1,"98,4285714286","268,7857142857",98,269
"01046","Biziat","01290","BIZIAT                                ",82,1,312,808,312,808
"01047","Blyes","01150","BLYES                                 ",82,1,"322,2121896163","925,3273137698",322,925
"01049","La Boisse","01120","LA BOISSE                             ",82,1,"1072,3379809595","2773,536425858",1072,2774
"01050","Boissey","01190","BOISSEY                               ",82,1,"112,5","304,1666666667",113,304
"01050","Boissey","01380","BOISSEY                               ",82,1,"112,5","304,1666666667",113,304
"01051","Bolozon","01450","BOLOZON                               ",82,1,44,84,44,84
"01052","Bouligneux","01330","BOULIGNEUX                            ",82,1,132,320,132,320
"01053","Bourg-en-Bresse","01000","BOURG EN BRESSE                       ",82,1,"19713,9349395538","37782,9783846735",19714,37783
"01054","Bourg-Saint-Christophe","01800","BOURG SAINT CHRISTOPHE                   ",82,1,"461,4944356121","1243,6883942766",461,1244
"01056","Boyeux-Saint-Jérôme","01640","BOYEUX SAINT JEROME                      ",82,1,152,352,152,352
"01057","Boz","01190","BOZ                                   ",82,1,"195,5998066888","502,9709314856",196,503
"01058","Brégnier-Cordon","01300","BREGNIER CORDON                       ",82,1,"321,0321139447","838,963924442",321,839
"01059","Brénaz","01260","BRENAZ                                ",82,1,40,100,40,100
"01060","Brénod","01110","BRENOD                                ",82,1,236,536,236,536
"01061","Brens","01300","BRENS                                 ",82,1,"436,4766839378","1233,8860103627",436,1234
"01062","Bressolles","01360","BRESSOLLES                            ",82,1,"290,8965517241","773,1724137931",291,773
"01063","Brion","01460","BRION                                 ",82,1,"209,969348659","515,0191570881",210,515
"01064","Briord","01470","BRIORD                                ",82,1,"374,5979843225","917,9708846585",375,918
"01065","Buellas","01310","BUELLAS                               ",82,1,"685,0136830103","1705,2052451539",685,1705
"01066","La Burbanche","01510","LA BURBANCHE                          ",82,1,"35,985915493","66,8309859155",36,67
"01067","Ceignes","01430","CEIGNES                               ",82,1,"114,1254752852","282,8326996198",114,283
"01068","Cerdon","01450","CERDON                                ",82,1,"304,874132293","700,8145638424",305,701
"01069","Certines","01240","CERTINES                              ",82,1,"569,187872381","1447,0198727433",569,1447
"01071","Cessy","01170","CESSY                                 ",82,1,1700,4352,1700,4352
"01072","Ceyzériat","01250","CEYZERIAT                             ",82,1,"1189,2950477856","2784,0315891345",1189,2784
"01073","Ceyzérieu","01350","CEYZERIEU                             ",82,1,"420,823880597","970,2328358209",421,970
"01074","Chalamont","01320","CHALAMONT                             ",82,1,"959,2642888757","2329,0611759567",959,2329
"01075","Chaleins","01480","CHALEINS                              ",82,1,"418,1974248927","1170,9527896996",418,1171
"01076","Chaley","01230","CHALEY                                ",82,1,68,144,68,144
"01077","Challes-la-Montagne","01450","CHALLES LA MONTAGNE                   ",82,1,"85,92","184,1142857143",86,184
"01078","Challex","01630","CHALLEX                               ",82,1,"556,284169356","1335,9939477157",556,1336
"01079","Champagne-en-Valromey","01260","CHAMPAGNE EN VALROMEY                 ",82,1,"296,3402822911","664,3757941689",296,664
"01080","Champdor","01110","CHAMPDOR                              ",82,1,192,472,192,472
"01081","Champfromier","01410","CHAMPFROMIER                          ",82,1,"303,2044706821","680,5467116251",303,681
"01082","Chanay","01420","CHANAY                                ",82,1,232,544,232,544
"01083","Chaneins","01990","CHANEINS                              ",82,1,"298,5580246914","814,9827160494",299,815
"01084","Chanoz-Châtenay","01400","CHANOZ CHATENAY                       ",82,1,"277,8834470392","721,6674594749",278,722
"01085","La Chapelle-du-Châtelard","01240","LA CHAPELLE DU CHATELARD              ",82,1,"142,3529411765","366,0504201681",142,366
"01087","Charix","01130","CHARIX                                ",82,1,116,280,116,280
"01088","Charnoz-sur-Ain","01800","CHARNOZ SUR AIN                       ",82,1,"331,6371584699","918,9945355191",332,919
"01089","Château-Gaillard","01500","CHATEAU GAILLARD                      ",82,1,"707,6098049025","1866,8854427214",708,1867
"01090","Châtenay","01320","CHATENAY                              ",82,1,"150,0722891566","367,8855421687",150,368
"01091","Châtillon-en-Michaille","01200","CHATILLON EN MICHAILLE                ",82,1,"1224,9928263981","3110,0231384303",1225,3110
"01092","Châtillon-la-Palud","01320","CHATILLON LA PALUD                    ",82,1,"626,9732142857","1605,1721938776",627,1605
"01093","Châtillon-sur-Chalaronne","01400","CHATILLON SUR CHALARONNE              ",82,1,2184,4684,2184,4684
"01094","Chavannes-sur-Reyssouze","01190","CHAVANNES SUR REYSSOUZE               ",82,1,"296,9398907104","734,5355191257",297,735
"01095","Chavannes-sur-Suran","01250","CHAVANNES SUR SURAN                   ",82,1,268,636,268,636
"01096","Chaveyriat","01660","CHAVEYRIAT                            ",82,1,"369,8297435897","963,9179487179",370,964
"01097","Chavornay","01510","CHAVORNAY                             ",82,1,"97,3779904306","206,9282296651",97,207
"01098","Chazey-Bons","01300","CHAZEY BONS                           ",82,1,"324,5957570493","796,0324518114",325,796
"01099","Chazey-sur-Ain","01150","CHAZEY SUR AIN                        ",82,1,"587,3011267303","1502,299258955",587,1502
"01100","Cheignieu-la-Balme","01510","CHEIGNIEU LA BALME                    ",82,1,"82,0143884892","147,6258992806",82,148
"01101","Chevillard","01430","CHEVILLARD                            ",82,1,"63,2098765432","161,975308642",63,162
"01102","Chevroux","01190","CHEVROUX                              ",82,1,"354,8663273933","952,9556432248",355,953
"01103","Chevry","01170","CHEVRY                                ",82,1,"552,7518848526","1342,136394791",553,1342
"01104","Chézery-Forens","01200","CHEZERY FORENS                        ",82,1,"188,8374164811","437,9420935412",189,438
"01104","Chézery-Forens","01410","CHEZERY FORENS                        ",82,1,"188,8374164811","437,9420935412",189,438
"01105","Civrieux","01390","CIVRIEUX                              ",82,1,"536,4419073203","1411,7877770316",536,1412
"01106","Cize","01250","CIZE                                  ",82,1,75,165,75,165
"01107","Cleyzieu","01230","CLEYZIEU                              ",82,1,"60,8759124088","150,1605839416",61,150
"01108","Coligny","01270","COLIGNY                               ",82,1,508,1120,508,1120
"01109","Collonges","01550","COLLONGES                             ",82,1,"794,3943804717","2048,4026525021",794,2048
"01110","Colomieu","01300","COLOMIEU                              ",82,1,59,"113,4615384615",59,113
"01111","Conand","01230","CONAND                                ",82,1,"45,3389830508","99,7457627119",45,100
"01112","Condamine","01430","CONDAMINE                             ",82,1,"157,2673267327","438,6930693069",157,439
"01113","Condeissiat","01400","CONDEISSIAT                           ",82,1,"323,2910628019","782,1557971015",323,782
"01114","Confort","01200","CONFORT                               ",82,1,204,456,204,456
"01115","Confrançon","01310","CONFRANCON                            ",82,1,"502,15",1245,502,1245
"01116","Contrevoz","01300","CONTREVOZ                             ",82,1,"235,937007874","537,3543307087",236,537
"01117","Conzieu","01300","CONZIEU                               ",82,1,"54,2517006803","143,0272108844",54,143
"01118","Corbonod","01420","CORBONOD                              ",82,1,444,1064,444,1064
"01119","Corcelles","01110","CORCELLES                             ",82,1,"104,1935483871","235,8064516129",104,236
"01121","Corlier","01110","CORLIER                               ",82,1,"49,2413793103","135,4137931034",49,135
"01122","Cormaranche-en-Bugey","01110","CORMARANCHE EN BUGEY                  ",82,1,"333,7727371822","777,4462536804",334,777
"01123","Cormoranche-sur-Saône","01290","CORMORANCHE SUR SAONE                 ",82,1,"418,5953630616","1093,2247831413",419,1093
"01124","Cormoz","01560","CORMOZ                                ",82,1,"287,296","686,08",287,686
"01125","Corveissiat","01250","CORVEISSIAT                           ",82,1,"247,9806138934","600,113085622",248,600
"01127","Courmangoux","01370","COURMANGOUX                           ",82,1,220,500,220,500
"01128","Courtes","01560","COURTES                               ",82,1,"114,5263157895","265,8646616541",115,266
"01129","Crans","01320","CRANS                                 ",82,1,"101,6802973978","269,843866171",102,270
"01130","Cras-sur-Reyssouze","01340","CRAS SUR REYSSOUZE                    ",82,1,"523,3358837031","1364,8599846978",523,1365
"01133","Cressin-Rochefort","01350","CRESSIN ROCHEFORT                     ",82,1,"152,4064171123","385,0267379679",152,385
"01134","Crottet","01290","CROTTET                               ",82,1,"657,6731113977","1686,0347037651",658,1686
"01134","Crottet","01750","CROTTET                               ",82,1,"657,6731113977","1686,0347037651",658,1686
"01135","Crozet","01170","CROZET                                ",82,1,"783,6506203474","1984,4684863524",784,1984
"01136","Cruzilles-lès-Mépillat","01290","CRUZILLES LES MEPILLAT                ",82,1,"317,8497596154","816,046875",318,816
"01138","Culoz","01350","CULOZ                                 ",82,1,"1259,3453471362","2800,6643838737",1259,2801
"01139","Curciat-Dongalon","01560","CURCIAT DONGALON                      ",82,1,208,432,208,432
"01140","Curtafond","01310","CURTAFOND                             ",82,1,272,696,272,696
"01141","Cuzieu","01300","CUZIEU                                ",82,1,164,392,164,392
"01142","Dagneux","01120","DAGNEUX                               ",82,1,"1563,1224432994","4150,9378763362",1563,4151
"01143","Divonne-les-Bains","01220","DIVONNE LES BAINS                     ",82,1,3820,8512,3820,8512
"01144","Dommartin","01380","DOMMARTIN                             ",82,1,352,888,352,888
"01145","Dompierre-sur-Veyle","01240","DOMPIERRE SUR VEYLE                   ",82,1,"478,8348659977","1201,1450875874",479,1201
"01146","Dompierre-sur-Chalaronne","01400","DOMPIERRE SUR CHALARONNE              ",82,1,144,388,144,388
"01147","Domsure","01270","DOMSURE                               ",82,1,188,464,188,464
"01148","Dortan","01590","DORTAN                                ",82,1,788,1852,788,1852
"01149","Douvres","01500","DOUVRES                               ",82,1,"375,7297297297","990,9355509356",376,991
"01150","Drom","01250","DROM                                  ",82,1,"81,9369369369","207,2522522523",82,207
"01151","Druillat","01160","DRUILLAT                              ",82,1,"463,6469840124","1146,9162236096",464,1147
"01152","Échallon","01130","ECHALLON                              ",82,1,312,784,312,784
"01153","Échenevex","01170","ECHENEVEX                             ",82,1,"636,0735294118","1805,3823529412",636,1805
"01154","Étrez","01340","ETREZ                                 ",82,1,"305,1500630517","843,1778058008",305,843
"01155","Évosges","01230","EVOSGES                               ",82,1,"69,9428571429","152,2285714286",70,152
"01156","Faramans","01800","FARAMANS                              ",82,1,"276,8082901554",742,277,742
"01157","Fareins","01480","FAREINS                               ",82,1,"832,0795063652","2136,7478585785",832,2137
"01158","Farges","01550","FARGES                                ",82,1,"361,5737704918","946,9789227166",362,947
"01159","Feillens","01570","FEILLENS                              ",82,1,"1356,355764215","3130,3520083465",1356,3130
"01160","Ferney-Voltaire","01210","FERNEY VOLTAIRE                       ",82,1,"4319,2620270222","8776,1963654906",4319,8776
"01162","Flaxieu","01350","FLAXIEU                               ",82,1,25,65,25,65
"01163","Foissiat","01340","FOISSIAT                              ",82,1,"812,3869353415","1935,6362183903",812,1936
"01165","Francheleins","01090","FRANCHELEINS                          ",82,1,"517,3091458806","1451,0959939531",517,1451
"01166","Frans","01480","FRANS                                 ",82,1,"711,2662950657","1941,996738213",711,1942
"01167","Garnerans","01140","GARNERANS                             ",82,1,"250,4887556222","663,9940029985",250,664
"01169","Genouilleux","01090","GENOUILLEUX                           ",82,1,"218,5668062645","594,9874170533",219,595
"01170","Béard-Géovreissiat","01460","BEARD GEOVREISSIAT                    ",82,1,"331,4914914915","974,974974975",331,975
"01171","Géovreisset","01100","GEOVREISSET                           ",82,1,"329,1379310345","923,9655172414",329,924
"01172","Germagnat","01250","GERMAGNAT                             ",82,1,"64,4383561644","157,0684931507",64,157
"01173","Gex","01170","GEX                                   ",82,1,"4668,1853244846","10486,3855890832",4668,10486
"01174","Giron","01130","GIRON                                 ",82,1,"70,5185185185","182,5185185185",71,183
"01175","Gorrevod","01190","GORREVOD                              ",82,1,"323,6740716655","813,0615153513",324,813
"01176","Le Grand-Abergement","01260","LE GRAND ABERGEMENT                   ",82,1,"56,7585723229","113,5171446459",57,114
"01177","Grand-Corent","01250","GRAND CORENT                          ",82,1,"76,8361581921","172,8813559322",77,173
"01179","Grièges","01290","GRIEGES                               ",82,1,"785,794628752","1944,0231700895",786,1944
"01180","Grilly","01220","GRILLY                                ",82,1,"331,2871382052","789,3631811556",331,789
"01181","Groissiat","01100","GROISSIAT                             ",82,1,"415,7843302443","1175,7674810447",416,1176
"01182","Groslée","01680","GROSLEE                               ",82,1,"146,3114754098","341,393442623",146,341
"01183","Guéreins","01090","GUEREINS                              ",82,1,"517,5372699785","1399,4207780219",518,1399
"01184","Hautecourt-Romanèche","01250","HAUTECOURT ROMANECHE                  ",82,1,"337,7593790427","782,6131953428",338,783
"01185","Hauteville-Lompnes","01110","HAUTEVILLE LOMPNES                    ",82,1,"1695,2139170334","3120,2318702326",1695,3120
"01186","Hostiaz","01110","HOSTIAZ                               ",82,1,"39,5348837209","94,8837209302",40,95
"01187","Hotonnes","01260","HOTONNES                              ",82,1,"139,5348837209","318,9368770764",140,319
"01188","Illiat","01140","ILLIAT                                ",82,1,"220,9263157895","576,8631578947",221,577
"01189","Injoux-Génissiat","01200","INJOUX GENISSIAT                      ",82,1,"447,1809264386","1115,0231833907",447,1115
"01190","Innimond","01680","INNIMOND                              ",82,1,48,108,48,108
"01191","Izenave","01430","IZENAVE                               ",82,1,68,164,68,164
"01192","Izernore","01580","IZERNORE                              ",82,1,"909,949446344","2307,0842157305",910,2307
"01193","Izieu","01300","IZIEU                                 ",82,1,"86,7748917749","196,3852813853",87,196
"01194","Jassans-Riottier","01480","JASSANS RIOTTIER                      ",82,1,"2500,3182052286","6223,3259980622",2500,6223
"01195","Jasseron","01250","JASSERON                              ",82,1,"596,0614402603","1562,0920503373",596,1562
"01196","Jayat","01340","JAYAT                                 ",82,1,"433,9665427509","1107,2230483271",434,1107
"01197","Journans","01250","JOURNANS                              ",82,1,144,340,144,340
"01198","Joyeux","01800","JOYEUX                                ",82,1,"91,2547528517","258,5551330798",91,259
"01199","Jujurieux","01640","JUJURIEUX                             ",82,1,"911,377029761","2115,9797125756",911,2116
"01200","Labalme","01450","LABALME                               ",82,1,"75,2549019608","198,0392156863",75,198
"01202","Lagnieu","01150","LAGNIEU                               ",82,1,"2922,9252650052","6715,9019422035",2923,6716
"01203","Laiz","01290","LAIZ                                  ",82,1,"448,3919019887","1157,0112470959",448,1157
"01204","Lalleyriat","01130","LALLEYRIAT                            ",82,1,"94,5967741935","246,7741935484",95,247
"01205","Lancrans","01200","LANCRANS                              ",82,1,"447,4518221296","1031,9609591457",447,1032
"01206","Lantenay","01430","LANTENAY                              ",82,1,104,268,104,268
"01207","Lapeyrouse","01330","LAPEYROUSE                            ",82,1,104,276,104,276
"01208","Lavours","01350","LAVOURS                               ",82,1,"69,8378378378","156,1081081081",70,156
"01209","Léaz","01200","LEAZ                                  ",82,1,"241,3100436681","621,1499272198",241,621
"01210","Lélex","01410","LELEX                                 ",82,1,"115,0112827252","222,0615563398",115,222
"01211","Lent","01240","LENT                                  ",82,1,"580,2689313517","1376,178343949",580,1376
"01212","Lescheroux","01560","LESCHEROUX                            ",82,1,"278,0562214208","672,9766518444",278,673
"01213","Leyment","01150","LEYMENT                               ",82,1,"466,9719775821","1264,0448358687",467,1264
"01214","Leyssard","01450","LEYSSARD                              ",82,1,"65,3333333333","138,3529411765",65,138
"01215","Lhôpital","01420","LHOPITAL                              ",82,1,"25,44","46,64",25,47
"01216","Lhuis","01680","LHUIS                                 ",82,1,"344,4243521377","804,9917997637",344,805
"01218","Lochieu","01260","LOCHIEU                               ",82,1,40,100,40,100
"01219","Lompnas","01680","LOMPNAS                               ",82,1,"64,9397590361","148,4337349398",65,148
"01221","Lompnieu","01260","LOMPNIEU                              ",82,1,"62,5913043478","126,2434782609",63,126
"01224","Loyettes","01360","LOYETTES                              ",82,1,1140,3012,1140,3012
"01225","Lurcy","01090","LURCY                                 ",82,1,"144,7346938776","402,0408163265",145,402
"01227","Magnieu","01300","MAGNIEU                               ",82,1,"179,7804295943","437,1933174224",180,437
"01228","Maillat","01430","MAILLAT                               ",82,1,"271,4366197183","645,6901408451",271,646
"01229","Malafretaz","01340","MALAFRETAZ                            ",82,1,"424,9038284615","1058,465786971",425,1058
"01230","Mantenay-Montlin","01560","MANTENAY MONTLIN                      ",82,1,"129,0097087379","308,8414239482",129,309
"01231","Manziat","01570","MANZIAT                               ",82,1,"780,7802874743","1947,9671457906",781,1948
"01232","Marboz","01851","MARBOZ                                ",82,1,"966,9135563652","2163,0712971686",967,2163
"01233","Marchamp","01680","MARCHAMP                              ",82,1,60,136,60,136
"01234","Marignieu","01300","MARIGNIEU                             ",82,1,"68,023255814","154,1860465116",68,154
"01235","Marlieux","01240","MARLIEUX                              ",82,1,"376,7707895974","948,4230220899",377,948
"01236","Marsonnas","01340","MARSONNAS                             ",82,1,"421,1833839919","1032,5126646403",421,1033
"01237","Martignat","01100","MARTIGNAT                             ",82,1,600,1600,600,1600
"01238","Massieux","01600","MASSIEUX                              ",82,1,"881,8817323249","2411,6121457215",882,2412
"01239","Massignieu-de-Rives","01300","MASSIGNIEU DE RIVES                   ",82,1,"253,2096","626,9952",253,627
"01240","Matafelon-Granges","01580","MATAFELON GRANGES                     ",82,1,268,664,268,664
"01241","Meillonnas","01370","MEILLONNAS                            ",82,1,"516,113394395","1220,7117951561",516,1221
"01242","Mérignat","01450","MERIGNAT                              ",82,1,"58,24","120,64",58,121
"01243","Messimy-sur-Saône","01480","MESSIMY SUR SAONE                     ",82,1,"470,7312091503","1209,0359477124",471,1209
"01244","Meximieux","01800","MEXIMIEUX                             ",82,1,"3030,9862723353","7180,8989470253",3031,7181
"01245","Bohas-Meyriat-Rignat","01250","BOHAS MEYRIAT RIGNAT                  ",82,1,"370,8695652174","870,5675057208",371,871
"01246","Mézériat","01660","MEZERIAT                              ",82,1,"888,8505429844","2125,1608436809",889,2125
"01247","Mijoux","01170","MIJOUX                                ",82,1,"165,7560692255","374,9244422958",166,375
"01247","Mijoux","01410","MIJOUX                                ",82,1,"165,7560692255","374,9244422958",166,375
"01248","Mionnay","01390","MIONNAY                               ",82,1,"730,4043807262","2114,0086767734",730,2114
"01249","Miribel","01700","MIRIBEL                               ",82,1,"3711,9526172491","8708,9583133065",3712,8709
"01250","Misérieux","01600","MISERIEUX                             ",82,1,"598,147608179","1690,0680741164",598,1690
"01252","Mogneneins","01140","MOGNENEINS                            ",82,1,"296,9293966624","739,431322208",297,739
"01254","Montagnat","01250","MONTAGNAT                             ",82,1,"678,6466999445","1752,8474764282",679,1753
"01255","Montagnieu","01470","MONTAGNIEU                            ",82,1,"220,6849315068","524,1267123288",221,524
"01257","Montanges","01200","MONTANGES                             ",82,1,"135,9183673469","325,2332361516",136,325
"01258","Montceaux","01090","MONTCEAUX                             ",82,1,"418,7413509061","1207,9077429984",419,1208
"01259","Montcet","01310","MONTCET                               ",82,1,"220,6315789474","646,1353383459",221,646
"01260","Le Montellier","01800","LE MONTELLIER                         ",82,1,"86,9180327869","229,1475409836",87,229
"01261","Monthieux","01390","MONTHIEUX                             ",82,1,"239,4738415546","641,1718983558",239,641
"01262","Montluel","01120","MONTLUEL                              ",82,1,"2883,8663721791","6841,5234625259",2884,6842
"01263","Montmerle-sur-Saône","01090","MONTMERLE SUR SAONE                   ",82,1,"1532,8609875235","3787,2419443738",1533,3787
"01264","Montracol","01310","MONTRACOL                             ",82,1,"377,8637709773",984,378,984
"01265","Montréal-la-Cluse","01460","MONTREAL LA CLUSE                     ",82,1,"1469,0359607158","3418,1197773035",1469,3418
"01266","Montrevel-en-Bresse","01340","MONTREVEL EN BRESSE                   ",82,1,"1063,5692826059","2269,4749747799",1064,2269
"01267","Nurieux-Volognat","01460","NURIEUX VOLOGNAT                      ",82,1,"409,2375478927",1037,409,1037
"01268","Murs-et-Gélignieux","01300","MURS ET GELIGNIEUX                    ",82,1,"102,9249011858","245,0592885375",103,245
"01269","Nantua","01130","NANTUA                                ",82,1,"1551,3123382763","3404,7223424275",1551,3405
"01269","Nantua","01460","NANTUA                                ",82,1,"1551,3123382763","3404,7223424275",1551,3405
"01271","Nattages","01300","NATTAGES                              ",82,1,"237,0759717314","575,035335689",237,575
"01272","Neuville-les-Dames","01400","NEUVILLE LES DAMES                    ",82,1,628,1452,628,1452
"01273","Neuville-sur-Ain","01160","NEUVILLE SUR AIN                      ",82,1,"645,223008024","1578,9929513135",645,1579
"01274","Les Neyrolles","01130","LES NEYROLLES                         ",82,1,"244,5165944756","647,3677050462",245,647
"01275","Neyron","01700","NEYRON                                ",82,1,996,2492,996,2492
"01276","Niévroz","01120","NIEVROZ                               ",82,1,508,1428,508,1428
"01277","Nivollet-Montgriffon","01230","NIVOLLET MONTGRIFFON                  ",82,1,"59,7647058824","119,5294117647",60,120
"01279","Oncieu","01230","ONCIEU                                ",82,1,"39,175257732","94,0206185567",39,94
"01280","Ordonnaz","01510","ORDONNAZ                              ",82,1,68,144,68,144
"01281","Ornex","01210","ORNEX                                 ",82,1,"1618,1764063808","3970,1769970505",1618,3970
"01282","Outriaz","01430","OUTRIAZ                               ",82,1,"98,4496124031","246,1240310078",98,246
"01283","Oyonnax","01100","OYONNAX                               ",82,1,"9350,3588950992","22058,0028144782",9350,22058
"01284","Ozan","01190","OZAN                                  ",82,1,"229,0595267503","624,7078002281",229,625
"01285","Parcieux","01600","PARCIEUX                              ",82,1,416,1108,416,1108
"01286","Parves","01300","PARVES                                ",82,1,"143,5","356,7",144,357
"01288","Péron","01630","PERON                                 ",82,1,"936,198757764","2371,4285714286",936,2371
"01289","Péronnas","01960","PERONNAS                              ",82,1,"2627,9774758997","5762,0005050764",2628,5762
"01290","Pérouges","01800","PEROUGES                              ",82,1,"502,493765586","1201,9650872818",502,1202
"01291","Perrex","01540","PERREX                                ",82,1,316,788,316,788
"01292","Le Petit-Abergement","01260","LE PETIT ABERGEMENT                   ",82,1,64,132,64,132
"01293","Peyriat","01430","PEYRIAT                               ",82,1,64,184,64,184
"01294","Peyrieu","01300","PEYRIEU                               ",82,1,"334,7067652653","773,0132435889",335,773
"01295","Peyzieux-sur-Saône","01140","PEYZIEUX SUR SAONE                    ",82,1,"196,123799022","579,4566789288",196,579
"01296","Pirajoux","01270","PIRAJOUX                              ",82,1,"162,56","394,208",163,394
"01297","Pizay","01120","PIZAY                                 ",82,1,"275,5140186916","753,5514018692",276,754
"01298","Plagne","01130","PLAGNE                                ",82,1,"54,4715447154","119,837398374",54,120
"01299","Le Plantay","01330","LE PLANTAY                            ",82,1,180,488,180,488
"01300","Le Poizat","01130","LE POIZAT                             ",82,1,"187,7333333333","465,4222222222",188,465
"01301","Polliat","01310","POLLIAT                               ",82,1,988,2380,988,2380
"01302","Pollieu","01350","POLLIEU                               ",82,1,68,152,68,152
"01303","Poncin","01450","PONCIN                                ",82,1,732,1688,732,1688
"01304","Pont-d'Ain","01160","PONT D AIN                            ",82,1,"1096,0614875145","2605,4178214486",1096,2605
"01305","Pont-de-Vaux","01190","PONT DE VAUX                          ",82,1,"1078,6614885704","2046,488035196",1079,2046
"01306","Pont-de-Veyle","01290","PONT DE VEYLE                         ",82,1,"714,7676615232","1429,5353230463",715,1430
"01307","Port","01460","PORT                                  ",82,1,"377,7777777778","844,9763593381",378,845
"01308","Pougny","01550","POUGNY                                ",82,1,"326,586797066","822,9193154034",327,823
"01309","Pouillat","01250","POUILLAT                              ",82,1,40,96,40,96
"01310","Prémeyzel","01300","PREMEYZEL                             ",82,1,"51,1035914474","117,9313648786",51,118
"01311","Prémillieu","01110","PREMILLIEU                            ",82,1,"18,6666666667","33,6",19,34
"01312","Pressiat","01370","PRESSIAT                              ",82,1,"100,979253112","241,7676348548",101,242
"01313","Prévessin-Moëns","01280","PREVESSIN MOENS                       ",82,1,"2913,6797962567","7398,993331666",2914,7399
"01314","Priay","01160","PRIAY                                 ",82,1,608,1536,608,1536
"01316","Pugieu","01510","PUGIEU                                ",82,1,"76,7142857143","191,7857142857",77,192
"01317","Ramasse","01250","RAMASSE                               ",82,1,"111,0655737705","262,1147540984",111,262
